#chrom	cdsStart	cdsEnd	name2
chr2	87257799	87257799	AC125232.1
chr2	95534431	95534431	AC097374.2
chr2	98111411	98111411	ANKRD36B
chr2	98121260	98121260	ANKRD36B
chr2	98121260	98121260	ANKRD36B
chr2	98123504	98123504	ANKRD36B
chr2	114425054	114425054	RP11-395L14.13
chr2	118617002	118617002	HTR5BP
chr2	131975975	131975975	AC131180.1
chr2	132250385	132250385	AC093838.4
chr2	132250500	132250500	AC093838.4
chr2	132250648	132250648	AC093838.4
chr2	132250648	132250648	AC093838.4
chr2	132250648	132250648	AC093838.4
chr2	132349324	132349324	POTEKP
chr2	132349324	132349324	POTEKP
chr2	160300627	160300627	RP11-311B14.1
chr2	165543796	165543796	AC019181.3
chr2	173538939	173538939	AC018712.2
chr2	175898505	175898505	RP11-6C10.1
chr2	201542955	201542955	AOX3P
chr2	233306743	233306743	DIS3L2P1
chr2	3665137	3665137	TMSB4XP2
chr2	3665137	3665137	TMSB4XP2
chr2	3735610	3735610	GAPDHP48
chr2	4561793	4561793	NPM1P48
chr2	5453872	5453872	AC073143.1
chr2	6636008	6636008	AC021021.1
chr2	7464878	7464878	AC010904.1
chr2	7875775	7875775	AC092580.2
chr2	7876568	7876568	AC092580.1
chr2	8743211	8743211	SNRPEP5
chr2	9158421	9158421	HMGB1P25
chr2	9221523	9221523	RPL30P3
chr2	9411420	9411420	RP11-385J23.1
chr2	9886832	9886832	RP11-521D12.4
chr2	11014416	11014416	RP11-245G13.1
chr2	11242267	11242267	RP11-345J13.1
chr2	11448150	11448150	AC018463.4
chr2	11491752	11491752	AC018463.5
chr2	11491752	11491752	AC018463.5
chr2	11805494	11805494	AC110754.3
chr2	15537558	15537558	RP11-32P22.1
chr2	16010062	16010062	RP11-120J4.1
chr2	16010062	16010062	RP11-120J4.1
chr2	16330518	16330518	WI2-2221J1.1
chr2	17035086	17035086	AC008069.2
chr2	17465558	17465558	ZFYVE9P2
chr2	17566357	17566357	PSMC1P10
chr2	20026009	20026009	CISD1P1
chr2	20355378	20355378	AC098828.3
chr2	20439652	20439652	AC007041.2
chr2	20586146	20586146	SLC7A15P
chr2	20806039	20806039	AC012065.5
chr2	21421389	21421389	RP11-79J24.1
chr2	21585163	21585163	RP11-531P14.1
chr2	22411207	22411207	AC068044.1
chr2	22539924	22539924	AC099799.1
chr2	24095137	24095137	PGAM1P6
chr2	24123562	24123562	AC066692.3
chr2	24166715	24166715	SDHCP3
chr2	24553270	24553270	HMGN2P20
chr2	24557380	24557380	RPL36AP13
chr2	25191826	25191826	AC013267.1
chr2	25302769	25302769	SUCLA2P3
chr2	25592817	25592817	AC012074.1
chr2	26032793	26032793	TPM3P7
chr2	26045337	26045337	PTGES3P2
chr2	26079329	26079329	AC010150.1
chr2	26109832	26109832	AC064847.4
chr2	26217662	26217662	UQCRHP2
chr2	26324185	26324185	RP11-214J9.1
chr2	26363131	26363131	AC011742.3
chr2	26372072	26372072	SMARCE1P6
chr2	26382891	26382891	AC011742.5
chr2	26384924	26384924	PPIL1P1
chr2	26901086	26901086	AC015977.5
chr2	27050036	27050036	CDKN2AIPNLP2
chr2	27381430	27381430	AC013403.13
chr2	27615650	27615650	FTH1P3
chr2	27678022	27678022	AC074117.13
chr2	28118982	28118982	RP11-674I16.1
chr2	28238643	28238643	RP11-674I16.2
chr2	28531027	28531027	RP11-731I19.1
chr2	28683122	28683122	SNRPGP7
chr2	30299958	30299958	AC016907.2
chr2	30432860	30432860	AC104698.2
chr2	30481192	30481192	AC104698.1
chr2	30969309	30969309	AC092569.2
chr2	31513627	31513627	AL121657.4
chr2	31876449	31876449	AL133247.3
chr2	32047659	32047659	KRT18P52
chr2	32047879	32047879	KRT18P52
chr2	32048481	32048481	AK2P2
chr2	32426668	32426668	DDX50P1
chr2	33281399	33281399	AL133244.1
chr2	33827107	33827107	ATP6V0E1P3
chr2	33861568	33861568	HNRNPA1P61
chr2	33951322	33951322	MYADML
chr2	33952104	33952104	MYADML
chr2	34064848	34064848	SLC25A5P2
chr2	35444442	35444442	AC013442.1
chr2	35696781	35696781	AC083939.1
chr2	35949824	35949824	MRPL50P1
chr2	36526530	36526530	AC009414.1
chr2	36816783	36816783	AC007401.1
chr2	36883464	36883464	RP11-294L11.1
chr2	37375672	37375672	AC007899.3
chr2	37421524	37421524	AC007390.4
chr2	38044057	38044057	AC010878.3
chr2	38458709	38458709	AC009229.4
chr2	38512551	38512551	GAPDHP25
chr2	38708919	38708919	RPLP0P6
chr2	38708992	38708992	RPLP0P6
chr2	38762399	38762399	RP11-541E12.1
chr2	38990675	38990675	TTC39DP
chr2	38996406	38996406	AC018693.5
chr2	39037573	39037573	ASS1P2
chr2	39325289	39325289	AC019171.4
chr2	40156249	40156249	AC007253.1
chr2	41383737	41383737	HNRNPA1P57
chr2	42046886	42046886	LDHAP3
chr2	42077342	42077342	AC009413.2
chr2	42690278	42690278	AC025750.6
chr2	42696956	42696956	AC025750.5
chr2	42759905	42759905	AC025750.7
chr2	42907227	42907227	AC074375.1
chr2	43024364	43024364	FTOP1
chr2	43053461	43053461	AC098824.6
chr2	43902291	43902291	AC011242.6
chr2	43902518	43902518	AC011242.6
chr2	43907603	43907603	AC011242.5
chr2	44293032	44293032	AC019129.1
chr2	44393404	44393404	AC019129.2
chr2	44497759	44497759	AC013717.3
chr2	45223551	45223551	AC012354.8
chr2	46231080	46231080	AC017078.1
chr2	46483998	46483998	AC016696.1
chr2	47917854	47917854	AC079250.1
chr2	47932606	47932606	AC006509.4
chr2	47958540	47958540	AC006509.7
chr2	48024964	48024964	RPL36AP15
chr2	48110593	48110593	AC079807.3
chr2	48166876	48166876	AC079807.1
chr2	48859994	48859994	AC073082.3
chr2	49007740	49007740	TCEB2P3
chr2	49142405	49142405	CTBP2P5
chr2	50105760	50105760	AC078994.2
chr2	50815827	50815827	AC009234.1
chr2	51056579	51056579	AC007560.1
chr2	51738195	51738195	KNOP1P3
chr2	52002395	52002395	CRYGGP
chr2	52152829	52152829	AC097463.2
chr2	52154019	52154019	AC097463.1
chr2	52298492	52298492	ZNF863P
chr2	52701210	52701210	AC139712.1
chr2	52797785	52797785	AC139712.2
chr2	52856880	52856880	FTH1P6
chr2	53110380	53110380	AC010967.1
chr2	53713281	53713281	AC069157.1
chr2	54256688	54256688	AC008280.1
chr2	54278470	54278470	HMGB1P31
chr2	54307110	54307110	AC008280.3
chr2	54756479	54756479	AC092839.1
chr2	55451415	55451415	AC012358.4
chr2	55509464	55509464	PRORSD1P
chr2	55662291	55662291	BTF3P5
chr2	56977434	56977434	AC008173.1
chr2	57275484	57275484	RP11-443I9.1
chr2	57656682	57656682	RP11-127H13.1
chr2	57992088	57992088	CTD-2026C7.1
chr2	58478574	58478574	EIF3FP3
chr2	58479020	58479020	EIF3FP3
chr2	58687426	58687426	AC007238.1
chr2	58688508	58688508	AC007238.1
chr2	59742024	59742024	RP11-569H17.1
chr2	60910007	60910007	RP11-416L21.2
chr2	60938618	60938618	RP11-416L21.1
chr2	60962029	60962029	ATP1B3P1
chr2	61163953	61163953	NONOP2
chr2	61165338	61165338	AC010733.5
chr2	61476914	61476914	RP11-479F13.1
chr2	61644021	61644021	AC016894.1
chr2	61802908	61802908	RP11-355B11.1
chr2	61816632	61816632	AC016727.3
chr2	61937210	61937210	AC108039.1
chr2	62030277	62030277	RPS24P7
chr2	62047342	62047342	AC108039.3
chr2	62083829	62083829	RP11-681L4.1
chr2	62373547	62373547	AC018462.3
chr2	62395996	62395996	RP11-270B14.1
chr2	62576082	62576082	RP11-642D6.1
chr2	62734679	62734679	AC107083.1
chr2	62759717	62759717	AC092155.1
chr2	62779597	62779597	PSAT1P2
chr2	62788192	62788192	RSL24D1P2
chr2	63167050	63167050	RP11-443F16.1
chr2	63310142	63310142	RP11-511I11.2
chr2	63335252	63335252	RP11-511I11.1
chr2	63346145	63346145	DBIL5P2
chr2	63459587	63459587	AC074367.1
chr2	63745025	63745025	AC016734.1
chr2	63849308	63849308	AC016734.2
chr2	63849311	63849311	AC016734.2
chr2	63870404	63870404	RPS4XP5
chr2	63911438	63911438	AC096664.1
chr2	63944255	63944255	AC096664.2
chr2	63978830	63978830	HNRNPA1P66
chr2	64435631	64435631	RP11-547M24.1
chr2	64574326	64574326	AC114752.2
chr2	64574399	64574399	AC114752.2
chr2	64677229	64677229	AC008074.5
chr2	64892740	64892740	AC007365.4
chr2	65187186	65187186	AC007386.3
chr2	65432136	65432136	AC007318.5
chr2	65432241	65432241	AC007318.5
chr2	65728126	65728126	AC007389.1
chr2	65738904	65738904	AC007389.2
chr2	65893828	65893828	KRT18P33
chr2	67047815	67047815	AC009474.1
chr2	67108218	67108218	AC009474.2
chr2	68250825	68250825	AC079112.1
chr2	68352396	68352396	AC017083.2
chr2	68672841	68672841	AC127383.1
chr2	68755372	68755372	AC130709.1
chr2	69478949	69478949	RP11-85D18.1
chr2	69821872	69821872	RP11-77O7.1
chr2	69824484	69824484	AC092431.2
chr2	70100696	70100696	RP11-401N16.1
chr2	70329682	70329682	AC016700.4
chr2	70480986	70480986	AC016700.6
chr2	70580141	70580141	BRD7P6
chr2	71030288	71030288	HMGN2P21
chr2	71037929	71037929	AC007395.4
chr2	71183028	71183028	TCEB1P21
chr2	71256157	71256157	OR7E91P
chr2	71264814	71264814	OR7E46P
chr2	71282656	71282656	OR7E62P
chr2	71405716	71405716	AC007881.4
chr2	72211311	72211311	RPS20P10
chr2	72515913	72515913	AC006461.2
chr2	73597146	73597146	AC074008.1
chr2	73898156	73898156	ALMS1P
chr2	73927753	73927753	AC092653.5
chr2	74104692	74104692	RP11-51I5.1
chr2	74347806	74347806	FNBP1P1
chr2	74533854	74533854	KRT18P26
chr2	74577195	74577195	NECAP1P2
chr2	74578260	74578260	TAF13P2
chr2	74640146	74640146	AC005041.11
chr2	74645248	74645248	HMGA1P8
chr2	74845982	74845982	AC005033.6
chr2	74855454	74855454	TVP23BP2
chr2	74981796	74981796	AC007387.2
chr2	75683119	75683119	GAPDHP57
chr2	75825196	75825196	AC005034.2
chr2	75878413	75878413	AC005034.3
chr2	76333141	76333141	SUCLA2P2
chr2	76485159	76485159	AC073091.2
chr2	76487880	76487880	RP11-335E8.1
chr2	78019946	78019946	AC105399.2
chr2	78639918	78639918	AC064872.1
chr2	78664975	78664975	RP11-601H16.1
chr2	79362826	79362826	REG1P
chr2	79800889	79800889	AC010975.2
chr2	80389553	80389553	AC016716.1
chr2	81421460	81421460	AC105342.1
chr2	81645846	81645846	AC012075.1
chr2	81893600	81893600	AC013262.1
chr2	82495550	82495550	AC105761.1
chr2	82836775	82836775	AC109638.1
chr2	83042107	83042107	MTND4P25
chr2	83042932	83042932	MTND5P27
chr2	83044661	83044661	MTND6P7
chr2	83045254	83045254	AC098817.3
chr2	83083926	83083926	AC098817.5
chr2	83083949	83083949	AC098817.5
chr2	83446013	83446013	AC138623.1
chr2	83822079	83822079	RPL37P10
chr2	84101831	84101831	AC104395.2
chr2	84104850	84104850	AC104395.1
chr2	84258263	84258263	AC016908.1
chr2	84267008	84267008	ST6GALNAC2P1
chr2	84517805	84517805	FUNDC2P2
chr2	84517900	84517900	FUNDC2P2
chr2	84554385	84554385	AC106874.3
chr2	84977892	84977892	DUXAP1
chr2	85004382	85004382	LDHAP7
chr2	85101819	85101819	RPL12P18
chr2	85142909	85142909	AC022210.2
chr2	85142991	85142991	AC022210.2
chr2	85295931	85295931	AC078974.2
chr2	85329511	85329511	LSM3P3
chr2	85489266	85489266	AC093162.3
chr2	85542163	85542163	AC093162.5
chr2	85568403	85568403	PEBP1P2
chr2	85587920	85587920	RP11-717A5.1
chr2	85718052	85718052	AC016753.7
chr2	85913175	85913175	AC012454.4
chr2	87098423	87098423	ANAPC1P1
chr2	87112197	87112197	AC111200.2
chr2	87157372	87157372	AC111200.7
chr2	87161584	87161584	AC111200.8
chr2	87258937	87258937	AC125232.1
chr2	87282780	87282780	RP11-1252D15.1
chr2	87345656	87345656	AC092651.1
chr2	87352512	87352512	AC083899.3
chr2	87448235	87448235	AC083899.1
chr2	87528780	87528780	RP11-223J6.1
chr2	87586176	87586176	AC068279.2
chr2	87596355	87596355	AC068279.1
chr2	87607002	87607002	AC068279.3
chr2	87865346	87865346	AC133644.3
chr2	87954408	87954408	AC133965.1
chr2	88000502	88000502	AC093616.4
chr2	88021817	88021817	AC093616.4
chr2	88124460	88124460	MTATP8P2
chr2	88268127	88268127	AC108479.1
chr2	88272174	88272174	AC108479.2
chr2	88664213	88664213	MRPL45P1
chr2	88727596	88727596	AC012671.2
chr2	89082228	89082228	ANKRD36BP2
chr2	89214596	89214596	IGKV7-3
chr2	89221843	89221843	PGBD4P5
chr2	89231183	89231183	IGKV2-4
chr2	89319488	89319488	IGKV2-10
chr2	89345491	89345491	IGKV1-13
chr2	89377505	89377505	IGKV2-14
chr2	89428206	89428206	IGKV2-18
chr2	89434457	89434457	IGKV2-19
chr2	89470258	89470258	IGKV1-22
chr2	89471505	89471505	IGKV2-23
chr2	89491987	89491987	IGKV3-25
chr2	89495583	89495583	IGKV2-26
chr2	89533654	89533654	IGKV2-29
chr2	89533686	89533686	IGKV2-29
chr2	89551696	89551696	IGKV3-31
chr2	89553056	89553056	IGKV1-32
chr2	89575055	89575055	IGKV3-34
chr2	89586445	89586445	IGKV1-35
chr2	89594989	89594989	IGKV2-36
chr2	89609654	89609654	IGKV2-38
chr2	89911272	89911272	IGKV2D-38
chr2	89925831	89925831	IGKV2D-36
chr2	89934311	89934311	IGKV1D-35
chr2	89945566	89945566	IGKV3D-34
chr2	89967231	89967231	IGKV1D-32
chr2	89968510	89968510	IGKV3D-31
chr2	90007676	90007676	IGKV1D-27
chr2	90007708	90007708	IGKV1D-27
chr2	90028796	90028796	IGKV3D-25
chr2	90048211	90048211	IGKV2D-23
chr2	90049550	90049550	IGKV1D-22
chr2	90085627	90085627	IGKV2D-19
chr2	90091426	90091426	IGKV2D-18
chr2	90137997	90137997	AC073416.1
chr2	90160637	90160637	IGKV2D-14
chr2	90218729	90218729	IGKV2D-10
chr2	90294145	90294145	AC113612.2
chr2	90300125	90300125	AC113612.1
chr2	90512494	90512494	AC233263.2
chr2	90532367	90532367	AC233263.1
chr2	91635930	91635930	AC018696.1
chr2	91679086	91679086	IGKV1OR2-118
chr2	91679095	91679095	IGKV1OR2-118
chr2	91685385	91685385	AC018696.3
chr2	91693218	91693218	AC018696.2
chr2	91723048	91723048	AC018696.5
chr2	91734173	91734173	AC018696.6
chr2	91740599	91740599	AC018696.7
chr2	91766536	91766536	AC018696.4
chr2	91777535	91777535	AC116050.1
chr2	91824708	91824708	AC027612.6
chr2	91842940	91842940	AC027612.6
chr2	91872472	91872472	DRD5P1
chr2	91873147	91873147	DRD5P1
chr2	91873337	91873337	DRD5P1
chr2	91884477	91884477	AC027612.3
chr2	91911048	91911048	RP11-165D20.1
chr2	91924751	91924751	AC027612.4
chr2	91935965	91935965	AC027612.1
chr2	91935965	91935965	AC027612.1
chr2	91963969	91963969	GGT8P
chr2	92005796	92005796	IGKV1OR-1
chr2	92005981	92005981	IGKV1OR-1
chr2	92028626	92028626	ABCD1P5
chr2	92047409	92047409	AC127391.3
chr2	92065994	92065994	PABPC1P6
chr2	92071101	92071101	SLC9B1P2
chr2	92128693	92128693	ACTR3BP2
chr2	92129158	92129158	ACTR3BP2
chr2	92145461	92145461	CHEK2P3
chr2	92194705	92194705	AC128677.3
chr2	92222171	92222171	AC128677.4
chr2	92222547	92222547	AC128677.4
chr2	95391418	95391418	CNN2P11
chr2	95400399	95400399	AC073464.4
chr2	95403081	95403081	CNN2P8
chr2	95416326	95416326	AC073464.6
chr2	95425003	95425003	CYP4F32P
chr2	95426518	95426518	AC073464.7
chr2	95452432	95452432	SNX18P14
chr2	95461552	95461552	AC073464.11
chr2	95480774	95480774	ANKRD20A8P
chr2	95552605	95552605	AC097374.2
chr2	95565310	95565310	AC097374.3
chr2	95566734	95566734	AC097374.4
chr2	95578176	95578176	RPS24P6
chr2	95618905	95618905	AC103563.2
chr2	95626791	95626791	AC103563.3
chr2	95630217	95630217	AC103563.4
chr2	95637698	95637698	AC103563.5
chr2	95640288	95640288	AC103563.6
chr2	95657624	95657624	AC103563.7
chr2	96034254	96034254	FABP7P2
chr2	96079203	96079203	AC009238.6
chr2	96100506	96100506	AC009238.8
chr2	96101880	96101880	AC009238.7
chr2	96111910	96111910	UBTFL5
chr2	96116057	96116057	UBTFL5
chr2	96134610	96134610	AC133104.2
chr2	96142714	96142714	TRIM43B
chr2	96142911	96142911	TRIM43B
chr2	96151288	96151288	AC009237.4
chr2	96152227	96152227	AC009237.2
chr2	96161769	96161769	AC009237.5
chr2	96168538	96168538	AC009237.6
chr2	96180574	96180574	TRIM64FP
chr2	96191092	96191092	AC009237.8
chr2	96194602	96194602	AC009237.8
chr2	96201864	96201864	AC009237.11
chr2	96208477	96208477	AC009237.10
chr2	96212278	96212278	OR7E102P
chr2	96212286	96212286	OR7E102P
chr2	96240646	96240646	TRIM51JP
chr2	96256716	96256716	AC009237.13
chr2	96272671	96272671	AC009237.14
chr2	96272820	96272820	RP11-440D17.1
chr2	96282239	96282239	RP11-440D17.2
chr2	96285391	96285391	UBTFL3
chr2	96290960	96290960	UBTFL3
chr2	96305928	96305928	AC009237.17
chr2	96307381	96307381	AC009237.16
chr2	96457967	96457967	AC008268.2
chr2	96679477	96679477	FAHD2CP
chr2	96679477	96679477	FAHD2CP
chr2	97163384	97163384	NEURL3
chr2	97163986	97163986	NEURL3
chr2	97308573	97308573	FER1L5
chr2	97308573	97308573	FER1L5
chr2	97308573	97308573	FER1L5
chr2	97361193	97361193	FER1L5
chr2	97684079	97684079	AC079395.1
chr2	97691717	97691717	TRIM43CP
chr2	97700178	97700178	AC018892.8
chr2	97701197	97701197	AC018892.3
chr2	97712324	97712324	IGKV2OR2-1
chr2	97716465	97716465	IGKV2OR2-2
chr2	97725681	97725681	IGKV1OR2-3
chr2	97725864	97725864	IGKV1OR2-3
chr2	97746834	97746834	AC018892.9
chr2	97747329	97747329	AC018892.9
chr2	97987330	97987330	IGKV1OR2-11
chr2	97996725	97996725	IGKV2OR2-10
chr2	98000863	98000863	IGKV2OR2-7
chr2	98018363	98018363	IGKV1OR2-6
chr2	98024519	98024519	IGKV3OR2-5
chr2	98037724	98037724	IGKV2OR2-7D
chr2	98041866	98041866	IGKV2OR2-8
chr2	98051275	98051275	IGKV1OR2-9
chr2	98125898	98125898	ANKRD36B
chr2	98140411	98140411	AC159540.14
chr2	98253059	98253059	UBTFL6
chr2	98253242	98253242	UBTFL6
chr2	98443710	98443710	HMGN1P36
chr2	98443710	98443710	HMGN1P36
chr2	98822613	98822613	ATP5BP1
chr2	99310571	99310571	YWHAQP5
chr2	99718480	99718480	AC019097.7
chr2	100993882	100993882	RP11-292K15.1
chr2	101041809	101041809	AC012493.1
chr2	101125738	101125738	AC068538.2
chr2	101125738	101125738	AC068538.2
chr2	101207611	101207611	HMGN2P22
chr2	101276660	101276660	NANOGNBP1
chr2	101684839	101684839	RP11-426K3.1
chr2	101992048	101992048	AC092570.1
chr2	102125991	102125991	AC092570.3
chr2	102137295	102137295	AC092570.4
chr2	102866316	102866316	AC007248.6
chr2	103027702	103027702	AC007248.7
chr2	103892361	103892361	AC073987.2
chr2	104110698	104110698	AC092568.1
chr2	104144077	104144077	AC018880.1
chr2	104240087	104240087	AC018880.2
chr2	105011459	105011459	AHCYP3
chr2	105294680	105294680	AC068535.5
chr2	105387739	105387739	HMGB3P11
chr2	106863824	106863824	AC092106.2
chr2	106869686	106869686	AC092106.1
chr2	106905258	106905258	AC114755.2
chr2	106905269	106905269	AC114755.2
chr2	106921210	106921210	AC114755.4
chr2	106961021	106961021	AC114755.3
chr2	106984664	106984664	AC114755.5
chr2	106986179	106986179	AC114755.7
chr2	106998561	106998561	PLGLA
chr2	106998626	106998626	PLGLA
chr2	107087254	107087254	AC108868.3
chr2	107103823	107103823	CD8BP
chr2	107103823	107103823	CD8BP
chr2	107103882	107103882	CD8BP
chr2	107313786	107313786	EEF1A1P12
chr2	107557335	107557335	PPP1R2P5
chr2	107579648	107579648	AC005040.3
chr2	108519452	108519452	AC009963.3
chr2	108520419	108520419	AC009963.4
chr2	108531403	108531403	AC009963.5
chr2	108537218	108537218	AC009963.6
chr2	108715565	108715565	AC023672.1
chr2	108842470	108842470	RP11-443K8.2
chr2	108893267	108893267	AC019100.7
chr2	108934180	108934180	RP11-443K8.1
chr2	108938808	108938808	SULT1C2P1
chr2	108983571	108983571	RP11-465O11.2
chr2	109040067	109040067	RP11-465O11.1
chr2	109311205	109311205	AC010095.6
chr2	109328717	109328717	AC010095.7
chr2	109494763	109494763	AC073415.2
chr2	109867877	109867877	SNRPGP9
chr2	110310112	110310112	RP11-537E18.1
chr2	110422785	110422785	AC011753.6
chr2	110424704	110424704	BMS1P19
chr2	110490307	110490307	AC109815.2
chr2	110494712	110494712	RPL22P11
chr2	110494715	110494715	RPL22P11
chr2	110741634	110741634	GPAA1P1
chr2	110744515	110744515	AC013268.2
chr2	110765251	110765251	AC013268.3
chr2	110769841	110769841	AC013268.4
chr2	110941630	110941630	AC092664.1
chr2	111116366	111116366	AC112229.6
chr2	111118184	111118184	AC112229.1
chr2	111140688	111140688	AC108938.2
chr2	111144091	111144091	AC112229.4
chr2	111257676	111257676	AC108938.3
chr2	111391523	111391523	AC114776.1
chr2	111725410	111725410	RPL5P9
chr2	111961540	111961540	AC108463.2
chr2	112053205	112053205	RPS14P4
chr2	112141328	112141328	AC068491.3
chr2	112315989	112315989	RP11-68E19.1
chr2	112432602	112432602	AC093166.1
chr2	112475084	112475084	AC093166.2
chr2	112500162	112500162	AC093166.3
chr2	112623374	112623374	AC093166.4
chr2	112645490	112645490	AC104651.1
chr2	112697878	112697878	AC104651.2
chr2	112709720	112709720	AC104651.3
chr2	113043633	113043633	AC115115.3
chr2	113103587	113103587	AC115115.4
chr2	113379385	113379385	AC079922.2
chr2	113610904	113610904	AC079753.4
chr2	113690201	113690201	AC079753.5
chr2	113738742	113738742	HMGN2P23
chr2	113753093	113753093	AC016724.6
chr2	114299513	114299513	RP11-395L14.5
chr2	114341663	114341663	WASH2P
chr2	114346126	114346126	WASH2P
chr2	114356605	114356605	DDX11L2
chr2	114356612	114356612	DDX11L2
chr2	114356612	114356612	DDX11L2
chr2	114369355	114369355	RPL23AP7
chr2	114415484	114415484	RP11-395L14.17
chr2	115017626	115017626	SEPHS1P7
chr2	116225631	116225631	AC017040.1
chr2	117444793	117444793	RP11-338I24.1
chr2	117484028	117484028	AC062016.1
chr2	117508733	117508733	AC062016.2
chr2	117575661	117575661	AC062016.3
chr2	117781493	117781493	MTND1P28
chr2	117782652	117782652	MTND2P21
chr2	117784112	117784112	AC012365.3
chr2	117938467	117938467	AC092170.1
chr2	118691600	118691600	AC009303.3
chr2	120456198	120456198	AC069154.4
chr2	120457509	120457509	AC069154.4
chr2	120750774	120750774	AC016691.2
chr2	120968629	120968629	AC012363.7
chr2	120969302	120969302	AC012363.8
chr2	120970510	120970510	MTND3P10
chr2	120970919	120970919	AC012363.10
chr2	120971206	120971206	MTND4P26
chr2	120972756	120972756	MTND5P28
chr2	122067570	122067570	AC013399.3
chr2	122416050	122416050	AC018737.6
chr2	122466087	122466087	NPM1P32
chr2	122501054	122501054	RP11-416H1.1
chr2	124452877	124452877	AC092646.1
chr2	124519746	124519746	AC092646.2
chr2	125438298	125438298	MTND5P22
chr2	125536030	125536030	RP11-56O18.1
chr2	126580684	126580684	AC097499.2
chr2	127069042	127069042	AC023347.2
chr2	127315011	127315011	YWHAZP2
chr2	127437197	127437197	AC013474.4
chr2	127927586	127927586	MKI67IPP9
chr2	128004833	128004833	AC110926.4
chr2	128604309	128604309	AC006011.4
chr2	128688900	128688900	AC012306.2
chr2	128824767	128824767	AC108059.1
chr2	128897365	128897365	AC108059.4
chr2	128908727	128908727	AC108059.2
chr2	128957474	128957474	DYNLT3P2
chr2	128960934	128960934	AC017079.3
chr2	128975161	128975161	AC017079.4
chr2	129276361	129276361	ISCA1P6
chr2	130253869	130253869	AC019050.1
chr2	130680434	130680434	AC079776.2
chr2	130681130	130681130	AC079776.2
chr2	130697420	130697420	AC079776.4
chr2	130725830	130725830	AC079776.7
chr2	130750174	130750174	AC079776.6
chr2	130750461	130750461	AC018865.5
chr2	130763772	130763772	ARHGAP42P2
chr2	130785881	130785881	AC018865.8
chr2	130794530	130794530	AC018865.9
chr2	130805998	130805998	CYP4F27P
chr2	130839664	130839664	AC018865.11
chr2	130893550	130893550	MED15P9
chr2	130959884	130959884	AC018804.6
chr2	130970442	130970442	RHOQP3
chr2	130986948	130986948	AC018804.7
chr2	130986951	130986951	AC018804.7
chr2	131003543	131003543	AC134915.1
chr2	131009140	131009140	MED15P5
chr2	131028168	131028168	MTND1P29
chr2	131030051	131030051	MTND2P22
chr2	131031480	131031480	AC068137.5
chr2	131033164	131033164	AC068137.6
chr2	131034079	131034079	MTATP6P7
chr2	131034756	131034756	AC068137.8
chr2	131036329	131036329	MTND4P27
chr2	131037871	131037871	MTND5P29
chr2	131039657	131039657	MTND6P8
chr2	131040251	131040251	AC068137.11
chr2	131051394	131051394	AC068137.13
chr2	131071506	131071506	RP11-803A13.1
chr2	131087714	131087714	AC132479.4
chr2	131176643	131176643	AC140481.1
chr2	131185303	131185303	AC010984.3
chr2	131193226	131193226	CYP4F43P
chr2	131196857	131196857	CYP4F43P
chr2	131220958	131220958	AC013269.1
chr2	131414571	131414571	AC140481.3
chr2	131438801	131438801	CYP4F30P
chr2	131447705	131447705	AC140481.7
chr2	131449815	131449815	AC010984.4
chr2	131534218	131534218	AC140481.9
chr2	131935190	131935190	NEK2P4
chr2	131938725	131938725	AC009477.7
chr2	131947406	131947406	NF1P8
chr2	131958714	131958714	MED15P8
chr2	132054415	132054415	AC131180.4
chr2	132056792	132056792	AC131180.3
chr2	132085748	132085748	ARHGAP42P1
chr2	132109786	132109786	AC073869.2
chr2	132126634	132126634	AC073869.13
chr2	132127357	132127357	MTND6P10
chr2	132127993	132127993	MTND5P23
chr2	132129866	132129866	MTND4P21
chr2	132137725	132137725	AC073869.10
chr2	132138488	132138488	MTATP6P4
chr2	132139412	132139412	AC073869.8
chr2	132140215	132140215	AC073869.7
chr2	132142033	132142033	MTND2P18
chr2	132143272	132143272	MTND1P26
chr2	132152789	132152789	MED15P3
chr2	132181373	132181373	GNAQP1
chr2	132200166	132200166	AC073869.20
chr2	132200216	132200216	AC073869.20
chr2	132218532	132218532	RHOQP2
chr2	132218571	132218571	RHOQP2
chr2	132276292	132276292	AC093838.4
chr2	132292759	132292759	MED15P4
chr2	132404276	132404276	GRAMD4P8
chr2	132480825	132480825	AC093724.2
chr2	132534139	132534139	AC103564.9
chr2	132591355	132591355	AC103564.6
chr2	132795359	132795359	AC093787.1
chr2	132837862	132837862	RP11-629P16.1
chr2	132844861	132844861	AC098826.4
chr2	132890428	132890428	AC098826.5
chr2	133019900	133019900	CDC27P1
chr2	133066881	133066881	ZNF806
chr2	133066881	133066881	ZNF806
chr2	133110239	133110239	FAM201B
chr2	133110294	133110294	FAM201B
chr2	133246126	133246126	YBX1P7
chr2	133668668	133668668	AC016909.2
chr2	135077224	135077224	AC016906.1
chr2	135213766	135213766	AC013718.1
chr2	135554738	135554738	AC110620.2
chr2	135573931	135573931	AC110620.1
chr2	136268115	136268115	AC064850.4
chr2	136655524	136655524	AC011999.1
chr2	136956683	136956683	HNRNPKP2
chr2	137087010	137087010	UBBP1
chr2	137302281	137302281	AC010146.1
chr2	139036143	139036143	AC097523.1
chr2	139045598	139045598	AC097523.2
chr2	139045598	139045598	AC097523.2
chr2	139064888	139064888	AC097523.3
